Timestamp,Age,Gender ,Have you heard about Artificial Intelligence (AI) being used in education? ,"Have you ever used any AI-based tool for your learning? (ChatGPT, Grammarly, Duolingo, recommendation systems in online courses) ","If yes, which AI tools have you used for learning purposes? (Multiple choice)",Do you believe AI can personalize your learning experience? ,Have you received personalized feedback or recommendations from an AI tool that helped improve your learning?,Do you think AI helps in improving student engagement and motivation?,What are the biggest challenges you see in using AI for personalized learning? (Multiple choice),Would you recommend the integration of AI tools in your university’s teaching and learning methods?,What features do you think would make AI easier to use?
8/9/2025 9:50:11,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 9:50:20,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini",Agree,Yes,Yes,Privacy issues,Yes,Remembering Previous Data
8/9/2025 9:50:32,20+,Female,Yes,Yes,"ChatGPT, Grammarly",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Remembering Previous Data"
8/9/2025 9:50:35,20+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
8/9/2025 9:50:51,20+,Male,Yes,Yes,ChatGPT,Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data"
8/9/2025 9:50:55,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 9:51:14,20+,Male,Yes,Yes,"ChatGPT, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data"
8/9/2025 9:51:18,20+,Female,Yes,Yes,"ChatGPT, Duolingo",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Analyzing Data to Predict Trends or Opportunities"
8/9/2025 9:51:41,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 9:51:48,20+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Privacy issues,Yes,"Offline Mode Usage, Remembering Previous Data"
8/9/2025 9:52:05,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Estimating Prices or Costs"
8/9/2025 9:52:10,20+,Male,Yes,Yes,"ChatGPT, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 9:52:26,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 9:52:28,20+,Male,Yes,Yes,"ChatGPT, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data"
8/9/2025 9:52:46,20+,Female,Yes,Yes,"ChatGPT, Deepseek",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/9/2025 9:52:49,20+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice)"
8/9/2025 9:53:08,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 9:53:14,20+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice)"
8/9/2025 9:53:32,20+,Female,Yes,Yes,"ChatGPT, Other",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Emotion Sensing, Routine and Reminder Automation"
8/9/2025 9:53:32,20+,Male,Yes,Yes,"ChatGPT, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice)"
8/9/2025 9:53:54,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini",Agree,Yes,Yes,Cost and accessibility,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice)"
8/9/2025 9:53:55,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 9:54:13,20+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice)"
8/9/2025 9:54:17,20+,Female,Yes,Yes,"ChatGPT, Grammarly",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Routine and Reminder Automation"
8/9/2025 9:54:34,20+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Cost and accessibility,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/9/2025 9:54:39,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 9:54:53,20+,Male,Yes,Yes,"ChatGPT, Gemini, Deepseek",Strongly Agree,Yes,Yes,Lack of human interaction,Yes,Remembering Previous Data
8/9/2025 9:55:03,20+,Female,Yes,Yes,"ChatGPT, Duolingo",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Remembering Previous Data"
8/9/2025 9:55:15,20+,Male,Yes,Yes,"ChatGPT, Gemini",Strongly Agree,Yes,Yes,Cost and accessibility,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 9:55:42,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini, Deepseek",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 9:56:06,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 9:56:33,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini",Strongly Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 9:56:53,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 9:59:38,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 9:59:57,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 10:00:01,20+,Female,Yes,Yes,"ChatGPT, Grammarly",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Remembering Previous Data"
8/9/2025 10:00:25,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 10:01:09,20+,Female,Yes,Yes,"ChatGPT, Duolingo",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Analyzing Data to Predict Trends or Opportunities"
8/9/2025 10:01:13,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini, Other",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 10:01:31,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 10:01:45,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini, Other",Strongly Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 10:01:56,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Estimating Prices or Costs"
8/9/2025 10:02:23,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 10:02:45,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 10:02:48,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Other,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 10:03:06,20+,Female,Yes,Yes,"ChatGPT, Deepseek",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/9/2025 10:03:14,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 10:03:34,20+,Male,Yes,Yes,"ChatGPT, Deepseek",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Emotion Sensing"
8/9/2025 10:03:37,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 10:04:02,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 10:05:42,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini",Agree,Yes,Yes,Cost and accessibility,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 10:06:47,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 10:07:05,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 10:07:09,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 10:07:27,20+,Female,Yes,Yes,"ChatGPT, Grammarly",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Remembering Previous Data"
8/9/2025 10:07:41,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 10:07:47,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 10:08:02,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 10:08:10,20+,Female,Yes,Yes,"ChatGPT, Duolingo",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Analyzing Data to Predict Trends or Opportunities"
8/9/2025 10:08:19,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 10:08:32,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 10:08:39,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 10:08:54,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Estimating Prices or Costs"
8/9/2025 10:08:59,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 10:09:13,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 10:09:18,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 10:09:35,20+,Female,Yes,Yes,"ChatGPT, Deepseek",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/9/2025 10:09:39,20+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 10:09:55,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 10:10:00,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 10:10:15,20+,Female,Yes,Yes,"ChatGPT, Other",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Emotion Sensing"
8/9/2025 10:10:18,20+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 10:10:43,20+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 10:10:45,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 10:11:06,20+,Male,Yes,Yes,"ChatGPT, Grammarly",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Routine and Reminder Automation"
8/9/2025 10:11:07,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini",Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 10:11:26,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 10:11:28,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini",Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 10:11:45,20+,Female,Yes,Yes,"ChatGPT, Duolingo",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Remembering Previous Data"
8/9/2025 10:11:49,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 10:12:04,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 10:12:06,20+,Male,Yes,Yes,"ChatGPT, Grammarly",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 10:12:24,20+,Male,Yes,Yes,"ChatGPT, Grammarly",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 10:12:27,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Analyzing Data to Predict Trends or Opportunities"
8/9/2025 10:12:47,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 10:12:49,20+,Male,Yes,Yes,"ChatGPT, Grammarly",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 10:13:09,20+,Male,Yes,Yes,"ChatGPT, Grammarly",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 10:13:20,20+,Female,Yes,Yes,"ChatGPT, Deepseek",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Estimating Prices or Costs"
8/9/2025 10:13:31,20+,Male,Yes,Yes,"ChatGPT, Grammarly",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
